OLD WEATHER – USS JEANNETTE   ,,,,,,,,
,,,,,,,,
Ship date, Ship time of log entry,Ship time of Lt Chipp's notebook entry,Location,Lat decimal,Lon decimal,Log Comment,Log book page url,Lt Chipp's notebook
1880-03-15,"22:00                           
23:00                  
00:00 ",,,72.5,-177.9,At 10pm faint aurora 25° in altitude to the N'd extending from N.E. to W.N.W. but brightest in N.E. At 11 (pm) auroral arch 35° in altitude from E.N.E. to N.N.W. brightest at east end where it was in a luminous mass. At midnight faint auroral patches in E.N.E. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_076_1.jpg,
1880-03-16,"01:00                           
02:00                  
03:00                                                       
23:00 ",,,72.5,-177.8,"At 1am faint aurora chiefly in N.E. and W.N.W. Lunar circle. At 2am very faint auroral patches. At 3 (am) faint auroral glimmer in W.N.W. The sun was raised by refraction above the horizon before 6am. . .  At 11pm broken curtain arches 10° and 20° in altitude to N.E. extending from E. to N. 
An exceptionally beautiful auroral display commenced shortly before midnight. From W. x S. to N.E. and chiefly south of zenith, from 10° to 15° in altitude an auroral band extended in a series of flat semi-elliptical curves opening to the N'd. On the inner or north edge of the band it was brilliantly white, while the light faded down toward the southern horizon to a pale cloud-like intensity, in which faint lines would occasionally show. To the north of zenith very meagre bands of long streamers hung across the sky. A peculiarity of the display was the regularity with which the curves, which were moving slowly along the band from W. to E. broke into rapid and distorting undulations when they aimed at a point lying within the space apparently occupied by the constellation Ursa Major. There the E. end of the curve would suddenly deepen and double back sharply, while the aurora would be violently agitated and would show the prismatic colors with extraordinary vividness. Occasionally the organization of the original curve would be maintained notwithstanding the extraordinary rapidity of the movements around its margin, but usually the curve was broken or seemed to collapse, to be succeeded by forms, in the zenith of indescribable outline because of the rapidity of changes. At times it seemed as if there were two distinct strata of aurora, the lower one being most agitated, so that the prismatic colors in modified tints crossed and recrossed each other while the whole looked like a magnificent pyrotechnic display on which various colored and intense lights were thrown. In the west the band showed occasionally that at a great distance in that direction a similar movement was in progress, while to the E'd such a movement was plainly discernible the rapid changes of the foldings in the band taking the forms of spiral curtains. The whole display after lasting a half hour moved to N. of zenith fading as it went. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_077_1.jpg,
1880-03-17,"01:00                 
02:00                          
03:00                          
04:00                                                             
21:00                           
22:00                  
23:00                          
00:00               ",,,72.5,-177.7,"At 1am faint arch 10° in altitude To S'd. Broken curtain lines from 10° above northern horizon to zenith, faint and disconnected. Much diffused auroral light in S.E. At 2 (am) faint arch 10° in altitude to S'd with scattered and faint streamers to N'd. At 3 (am) burr around the moon 4° in diameter. Low flat arch 10° in S., one faint arch 80° in alt to S'd with a point to which streamers from first arch converge. At 4 (am) low flat arch 10° in altitude to S'd, with numerous detached curtains scattered from that altitude to the zenith, and same also in the east and west. . .  
At 9pm successive arches from zenith to 10° above northern horizon moving toward the south and followed by newly formed ones in the N'd. At 10pm the arches in advancing seem to fade at the southern horizon. At 11 successions of arches reaching from N.W. and S.E. moving from 20° above northern horizon toward and across the zenith to 20° above southern horizon, and disappearing at that altitude. Six arches in transit at one time. At midnight two faint arches to the northward at altitude of 20° and 40° respectively, with diffused light to zenith.    ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_078_1.jpg,
1880-03-18,"01:00                  
02:00                         
03:00                          
04:00                                                             
21:00                           
22:00                                           ",,,72.4,-177.6,At 1am auroral arches to S'd at altitude varying from 20° to 45°. Bright detached patches of curtains in N.E. and N.W. At 2 (am) arches from S'd returning to N'd with fainter light except the one coming from 45° altitude S. Faint arch 10° in altitude to N'd. At 3 (am) faint arches 10° and 15° in altitude to S'd. Lunar halo 4° in diameter. At 4 (am) faint gleams of aurora in west. At 9pm faint arches to N'd 20° and 30° in altitude continuing at 10. At midnight lunar halo 4° in diameter showing prismatic colors. Strong light reflected from the floe lying under the moon.   ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_079_1.jpg,
1880-03-19,,,,72.4,-177.6,,,
1880-03-20,"01:00                                                                   
21:00                           
22:00                  
23:00                          
 00:00               ",,,72.4,-177.5,"At 1am curtain aurora flashing and fading at an altitude of 25° to the N'd. A broken arch through zenith, and a faint arch at an altitude of 25° to the S'd. . . .  At 9pm auroral arches at altitudes of 40° and 30° to N'd, with curtain arches from N.E. x E. to W.N.W. which had become faint at 10pm. At 11(pm)  auroral patches to N.W. and at midnight auroral patches from N.W. to N.E.  ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_081_1.jpg,
1880-03-21,,,,72.4,-177.5,,,
1880-03-22,20:00 to 22:00,,,72.4,-177.6,Lunar halo from 8 to 10 pm. Auroral patches extending from E. to W. at an altitude generally of 45° above the northern horizon.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_083_1.jpg,
1880-03-23,,,,72.4,-177.7,,,
1880-03-24,,,,72.4,-177.8,,,
1880-03-25,"01:30                                                                   
00:00",,,72.4,-177.9,"At 1.30 auroral curtain arch to the N'd 60° in altitude with pulsations moving from W. to E. At midnight a single brilliant auroral streamer extended from E. to W. through zenith, while faint arches 15°, 30° and 45° in altitude to the S'd starting from a point in the east, reunited at a point in the west. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_086_1.jpg,
1880-03-26,01:00,,,72.5,-178.0,At 1am lunar circle with faint mock moons to right and left. Faint broken wave lines of aurora 20° in altitude to the N'd. Much deposit of frost on exposed surfaces.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_087_1.jpg,
1880-03-27,,,,72.5,-178.1,,,
1880-03-28,,,,72.5,-178.1,,,
1880-03-29,,,,72.5,-178.1,,,
1880-03-30,,,,72.6,-178.1,,,
1880-03-31,,,,72.6,-178.2,,,
1880-04-01,,,,72.7,-178.3,,,
1880-04-02,,,,72.7,-178.4,,,
1880-04-03,,,,72.6,-178.5,,,
1880-04-04,,,,72.6,-178.5,,,
1880-04-05,01:00,,,72.5,-178.5,"Ruddy sun glow in north at midnight....At 1am broken curtain aurora through zenith moving with rapid undulations from west to east, and spreading into two bands toward north and south. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_097_1.jpg,
1880-04-06,,,,72.5,-178.5,,,
1880-04-07,,,,72.5,-178.4,,,
1880-04-08,,,,72.5,-178.2,,,
1880-04-09,,,,72.5,-178.2,,,
1880-04-10,,,,72.6,-178.1,,,
1880-04-11,,,,72.6,-178.2,,,
1880-04-12,,,,72.6,-178.2,,,
1880-04-13,,,,72.7,-178.2,,,
1880-04-14,,,,72.7,-178.3,,,
1880-04-15,,,,72.7,-178.3,,,
1880-04-16,,,,72.7,-178.3,,,
1880-04-17,,,,72.7,-178.2,,,
1880-04-18,,,,72.7,-178.2,,,
1880-04-19,,,,72.8,-178.3,,,
1880-04-20,,,,72.8,-178.4,,,
1880-04-21,,,,72.8,-178.6,,,
1880-04-22,,,,72.8,-178.7,,,
1880-04-23,,,,72.8,-178.8,,,
1880-04-24,,,,72.9,-178.9,,,
1880-04-25,,,,72.9,-179.1,,,
1880-04-26,,,,72.9,-179.2,,,
1880-04-27,,,,73.2,-179.4,,,
1880-04-28,,,,73.7,-179.6,,,
1880-04-29,,,,73.5,-179.8,,,
1880-04-30,,,,73.0,-179.9,,,
1880-05-01,,,,73.1,-180.0,,,
1880-05-02,,,,73.2,180.0,,,
1880-05-03,,,,73.2,179.9,,,
1880-05-04,,,,73.2,179.8,,,
1880-05-05,,,,73.2,179.8,The ship is found to be west of the 180th meridian,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_127_1.jpg,
1880-05-06,,,,73.2,179.7,,,
1880-05-07,,,,73.2,179.5,,,
1880-05-08,,,,73.2,179.4,,,
1880-05-09,,,,73.2,179.4,,,
1880-05-10,,,,73.2,179.3,,,
1880-05-11,,,,73.2,179.2,,,
1880-05-12,,,,73.2,179.1,,,
1880-05-13,,,,73.1,179.1,,,
1880-05-14,,,,73.1,179.0,,,
1880-05-15,,,,73.1,178.9,,,
1880-05-16,,,,73.2,178.9,,,
1880-05-17,,,,73.2,178.8,,,
1880-05-18,,,,73.3,178.8,,,
1880-05-19,,,,73.4,178.8,,,
1880-05-20,,,,73.5,178.8,,,
1880-05-21,,,,73.5,178.8,,,
1880-05-22,,,,73.5,178.6,,,
1880-05-23,,,,73.6,178.4,,,
1880-05-24,,,,73.7,178.2,,,
1880-05-25,,,,73.8,177.9,,,
1880-05-26,,,,73.9,177.5,,,
1880-05-27,,,,74.0,177.2,,,
1880-05-28,,,,74.0,177.1,,,
1880-05-29,,,,74.0,177.0,,,
1880-05-30,,,,74.0,177.0,,,
1880-05-31,,,,74.1,177.0,,,
1880-06-01,,,,74.1,177.0,,,
1880-06-02,,,,74.2,177.1,,,
1880-06-03,,,,74.2,177.2,,,
1880-06-04,,,,74.3,177.2,,,
1880-06-05,,,,74.3,177.3,,,
1880-06-06,,,,74.2,177.4,,,
1880-06-07,,,,74.2,177.4,,,
1880-06-08,,,,74.2,177.5,,,
1880-06-09,,,,74.0,177.5,,,
1880-06-10,,,,74.0,177.7,,,
1880-06-11,,,,74.0,177.6,,,
1880-06-12,,,,74.0,177.4,,,
1880-06-13,,,,74.0,177.2,,,
1880-06-14,,,,74.0,177.0,,,
1880-06-15,,,,74.0,176.9,,,
1880-06-16,,,,73.9,177.0,,,
1880-06-17,,,,73.8,177.2,,,
1880-06-18,,,,73.6,177.4,,,
1880-06-19,,,,73.5,177.5,,,
1880-06-20,,,,73.5,177.7,,,
1880-06-21,,,,73.5,177.9,,,
1880-06-22,,,,73.4,178.2,,,
1880-06-23,,,,73.4,178.4,,,
1880-06-24,,,,73.4,178.5,,,
1880-06-25,,,,73.4,178.6,,,
1880-06-26,,,,73.4,178.8,,,
1880-06-27,,,,73.5,178.7,,,
1880-06-28,,,,73.4,178.4,,,
1880-06-29,,,,73.4,178.4,,,
1880-06-30,,,,73.4,178.4,,,
1880-07-01,,,,73.3,178.4,,,
1880-07-02,,,,73.3,178.5,,,
1880-07-03,,,,73.4,178.6,,,
1880-07-04,,,,73.4,178.6,,,
1880-07-05,,,,73.4,178.5,,,
1880-07-06,,,,73.4,178.3,,,
1880-07-07,,,,73.5,178.2,,,
1880-07-08,,,,73.5,178.0,,,
1880-07-09,,,,73.6,177.9,,,
1880-07-10,,,,73.6,177.9,,,
1880-07-11,,,,73.6,177.9,,,
1880-07-12,,,,73.6,178.0,,,
1880-07-13,,,,73.6,178.0,,,
1880-07-14,,,,73.7,177.9,,,
1880-07-15,,,,73.7,177.9,,,
1880-07-16,,,,73.7,178.1,,,
1880-07-17,,,,73.7,178.3,,,
1880-07-18,,,,73.6,178.4,,,
1880-07-19,,,,73.5,178.3,,,
1880-07-20,,,,73.4,178.3,,,
1880-07-21,,,,73.4,178.3,,,
1880-07-22,,,,73.4,178.5,,,
1880-07-23,,,,73.4,178.6,,,
1880-07-24,,,,73.3,178.8,,,
1880-07-25,,,,73.2,178.9,,,
1880-07-26,,,,73.1,179.0,,,
1880-07-27,,,,73.0,179.2,,,
1880-07-28,,,,73.0,179.3,,,
1880-07-29,,,,73.0,179.8,The vessel being again east of the 180th meridian,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_011_1.jpg,
1880-07-30,,,,73.1,-179.6,,,
1880-07-31,,,,73.2,-179.3,,,
1880-08-01,,,,73.2,-179.0,,,
1880-08-02,,,,73.3,-178.8,,,
1880-08-03,,,,73.3,-178.4,,,
1880-08-04,,,,73.3,-178.1,,,
1880-08-05,,,,73.4,-177.8,,,
1880-08-06,,,,73.4,-177.4,,,
1880-08-07,,,,73.4,-177.1,,,
1880-08-08,,,,73.4,-176.8,,,
1880-08-09,,,,73.4,-176.7,,,
1880-08-10,,,,73.4,-176.6,,,
1880-08-11,,,,73.4,-176.6,,,
1880-08-12,,,,73.4,-176.5,,,
1880-08-13,,,,73.3,-176.3,,,
1880-08-14,,,,73.3,-176.3,,,
1880-08-15,,,,73.4,-176.3,,,
1880-08-16,,,,73.4,-176.4,,,
1880-08-17,,,,73.4,-176.5,,,
1880-08-18,,,,73.4,-176.5,,,
1880-08-19,,,,73.4,-176.6,,,
1880-08-20,,,,73.5,-176.7,,,
1880-08-21,,,,73.5,-176.7,,,
1880-08-22,,,,73.5,-176.8,,,
1880-08-23,,,,73.5,-176.9,,,
1880-08-24,,,,73.5,-176.9,,,
1880-08-25,,,,73.5,-177.0,,,
1880-08-26,,,,73.6,-177.1,,,
1880-08-27,,,,73.6,-177.1,,,
1880-08-28,,,,73.6,-177.2,,,
1880-08-29,,,,73.7,-177.2,,,
1880-08-30,,,,73.7,-177.1,,,
1880-08-31,"23:15                            
00:00",,,73.8,-176.9,"Sunset at 8.15. At 11.15 a faint auroral arch through zenith from E. to W., and at midnight pulsating curtain-patches from W. to E. about 20° in altitude. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_044_1.jpg,
1880-09-01,,,,73.8,-176.8,,,
1880-09-02,,,,73.8,-176.8,,,
1880-09-03,,,,73.9,-176.8,,,
1880-09-04,,,,73.8,-176.9,,,
1880-09-05,,,,73.8,-177.0,,,
1880-09-06,,,,73.7,-177.2,,,
1880-09-07,,,,73.7,-177.2,,,
1880-09-08,,,,73.7,-177.1,,,
1880-09-09,,,,73.7,-177.0,,,
1880-09-10,,,,73.7,-177.0,,,
1880-09-11,,,,73.7,-176.8,,,
1880-09-12,22:30,,,73.7,-176.7,At 10.30pm a faint auroral arch was visible passing through zenith and extending from N.E. to S.W.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_056_1.jpg,
1880-09-13,,,,73.7,-176.6,,,
1880-09-14,"20:00                            
00:00",,,73.7,-176.5,"The moon was on the southern horizon at 8pm and at the same time auroral flashes extended from the eastern horizon toward the zenith. At midnight the sky in the S.E. horizon was so brightly lighted by an aurora as to resemble an approaching daylight; while occasional successive green and red flashes brilliantly, changed the appearance of daylight to a resemblance of effects produced by burning signal lights.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_058_1.jpg,
1880-09-15,"21:30                  
23:00 ",,,73.7,-176.6,"At 9pm lunar halo of great brilliancy with colors. At 9.30 an auroral curtain arch south of zenith 30° in altitude extending from S.E. to N.W., which by 11 (pm) had crossed the zenith and descended to 20° from the northern horizon. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_059_1.jpg,
1880-09-16,"22:15                            
00:00        ",,,73.6,-176.7," At 10.15 (pm) faint auroral arches to northward extending from east to west, at altitudes of 60° and 30° respectively. At midnight faint auroral arch south of zenith and 60° in altitude extending from E. to W. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_060_1.jpg,
1880-09-17,,,,73.6,-176.6,,,
1880-09-18,,,,73.5,-176.6,,,
1880-09-19,,,,73.5,-176.7,,,
1880-09-20,,,,73.5,-176.8,,,
1880-09-21,00:00,,,73.5,-176.9,"At midnight the sky was absolutely cloudless, while bright moonlight and starlight made up for the absence of the sun. A bright red flush was visible on the northern horizon. At the same time there was visible an irregular auroral curtain-arch 15° in altitude above the S.E. horizon, and extending from N.E. to S.W. At its S.W. end it spread out into large patches. Showing a most brilliant green light. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_065_1.jpg,
1880-09-22,,,,73.4,-176.8,,,
1880-09-23,,,,73.4,-176.6,,,
1880-09-24,03:00,,,73.4,-176.8,At 3am faint auroral streamers in N.W. & S.E. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_068_1.jpg,
1880-09-25,,,,73.5,-177.0,,,
1880-09-26,"19:45                            
20:00                            
21:00",,,73.5,-177.2,At 7.45pm auroral arch 50° in alt. above northern horizon and extending from east to W.N.W.; at 8 (pm) auroral arch through zenith and extending from east to west; and at 9 (pm) several faint auroral arches through zenith and extending also from east to west. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_070_1.jpg,
1880-09-27,,,,73.5,-177.4,,,
1880-09-28,00:00,,,73.5,-177.6,"Weather overcast and gloomy all day until midnight, when the sky cleared somewhat, showing a few stars and disclosing auroral patches between north and north-east, at an altitude of 15° above the horizon. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_072_1.jpg,
1880-09-29,,,,73.6,-177.9,,,
1880-09-30,,,,73.6,-178.1,,,
1880-10-01,,,,73.6,-178.3,,,
1880-10-02,,,,73.6,-178.5,,,
1880-10-03,21:00 to 22:00 ,,,73.7,-178.7,"From 9 to 10pm a brilliant auroral arch 45° in altitude extended from N.W. to east, with curtains depending from the eastern extremity. This arch was remarkable for the intense white light displayed and for the solid appearance of the span. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_077_1.jpg,
1880-10-04,00:00,,,73.7,-178.8,"Calms and light variable airs throughout the day with fog or mist until midnight, when it becomes clear and pleasant with bright starlight. At the same time a bright auroral arch appears 30° south of the zenith and extending from E. to W. Rising barometer and falling temperature.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_078_1.jpg,
1880-10-05,00:00,,,73.7,-178.8,At midnight an irregular curtain-arch appeared 30° in altitude to the northward and extending from E. to W.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_079_1.jpg,
1880-10-06,03:00,,,73.6,-178.8,At 3am an auroral demi-arch 30° in alt and extended from W. to N. with a few streamers.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_080_1.jpg,
1880-10-07,00:00,,,73.6,-178.8,"At midnight the sky cleared somewhat, revealing a few stars and a faint auroral arch extending from N. to S. and about 30° in altitude above the western horizon. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_081_1.jpg,
1880-10-08,,,,73.6,-178.7,,,
1880-10-09,,,,73.6,-178.7,,,
1880-10-10,,,,73.6,-178.7,,,
1880-10-11,,,,73.5,-178.7,,,
1880-10-12,,,,73.5,-178.7,,,
1880-10-13,,,,73.5,-178.6,,,
1880-10-14,,,,73.5,-178.6,,,
1880-10-15,,,,73.5,-178.6,,,
1880-10-16,"21:00                  
00:00 ",,,73.5,-178.6,"At 9pm double auroral arch 60° in alt to the N'd and extending from N.W. to S.E. At midnight faint auroral streaks pulsating from W. to E. at an altitude of 45° to the S'd, and a faint arch from W. to E. 45° in altitude to the N'd. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_090_1.jpg,
1880-10-17,00:00,,,73.5,-178.7,"At midnight one half of the sky was covered by cumulo-stratus clouds moving from N. to S. and at that moment extending from the zenith to the southern horizon obscuring the moon and the stars. (North of the zenith the sky was clear, except a streak of cirro-stratus above a small bank of rising cumulo-stratus) Immediately following the cumulo-stratus clouds and near the zenith was a faint auroral arch extending from east to west, with its ends slightly curving to the southward and hidden by the clouds near the horizon. As the clouds nearly uncovered the east end, a mass of bright green light shot up, and spread like a fan over 10° of arc; and just as the east end was completely uncovered the mass changed into brilliant green spiral curtains terminating a bright white arch through zenith to west. After perhaps a minute, the clouds being well clear of the arch, the light paled and lost colors, and the arch-ends straggled back to N.W. and N.E., the center being at the zenith. The moon then became entirely uncovered, the floe seemed lighted as in mid day, and but few faint streaks of arches remained, thin and almost indeterminate. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_091_1.jpg,
1880-10-18,,,,73.5,-178.7,,,
1880-10-19,,,,73.5,-178.6,,,
1880-10-20,,,,73.6,-178.5,,,
1880-10-21,,,,73.6,-178.6,,,
1880-10-22,,,,73.6,-178.6,,,
1880-10-23,18:00,,,73.7,-178.7,"At 6pm auroral arch from E. to W. through zenith, a beautiful spiral at its eastern end. Stars were clearly visible through this arch for its entire length. At the same time a lunar halo 3° in diameter showed prismatic colors.
",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_097_1.jpg,
1880-10-24,00:00,,,73.7,-178.7,At midnight patches of auroral light and sections of auroral curtains were visible in all directions at an altitude of 20°.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_098_1.jpg,
1880-10-25,"18:00                  
21:00               ",,,73.7,-178.8,"At 6pm auroral arch to the N'd 20° in alt. extending from E. to W. At 9 (pm) auroral curtains, and an arch to the N'd 30° in alt extending from E. to W. with its ends curling inwards and spiral in form.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_099_1.jpg,
1880-10-26,21:00,,,73.7,-178.9,"At 9pm auroral arches extended from N.E. to S.W., 20° in altitude north and south respectively, with patches of auroral light between the arches.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_100_1.jpg,
1880-10-27,,,,73.7,-179.1,,,
1880-10-28,,,,73.7,-179.2,,,
1880-10-29,,,,73.7,-179.3,,,
1880-10-30,"03:00                  
00:00 ",,,73.7,-179.4,"At 3am an auroral display to the northward, consisting of an arch 20° in altitude with a curtain depending from its west end. . . .At midnight a curtain arch of pale green light, 10° in altitude to the S'd extending from E. to W. had a succession of masses of bright green light pulsating across it from E. to W.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_104_1.jpg,
1880-10-31,,,,73.7,-179.5,,,
1880-11-01,,,,73.7,-179.6,,,
1880-11-02,"18:00                  
21:00                 
00:00",,,73.7,-179.8,"At 6pm segment of spiral auroral curtain in the east extending toward the zenith. At 9pm auroral patches in the east, and a faint arch through zenith. At midnight flashes of pale green light from west toward zenith and irregular curtain patches between N.W. and north. 
",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_107_1.jpg,
1880-11-03,"18:00                   
21:00",,,73.7,-179.9,"The ship is found to be west of the 180th meridian...   At 1.45pm magnificent sunset. Solar circle showing segments with crimson-like tints. At 9pm faint auroral arch 10° in alt to the N'd. Sky covered with brilliant auroral patches and segments of curtain arches, which at times pulsated with pale green light.                                                                                                                           (DeLong, Journal vol. 2 p. 482): Magnificent sunset at 1.45 (shorter and shorter grow the days), presenting a solar circle showing segments with crimson-like tints. At six p.m. a faint arch 10° in altitude to northward; but at nine p.m. the sky was literally covered with brilliant auroral patches and segments of curtain arches, which at times pulsated with pale green light. The galvanometer, with one hundred feet insulated wire extending nearly in plane of magnetic meridian, showed no disturbance, and the auroral light thrown on unsized paper by a mirror showed no effect in the sulphate of quinine spots.  ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_108_1.jpg                https://archive.org/stream/voyageofjeannett02delouoft#page/482/mode/2up,
1880-11-04,,,,73.7,-180.0,,,
1880-11-05,"21:00                   
00:00 ",,,73.7,-180.0,"At 9pm a double auroral arch with spiral curtain ends uniting in E. and W. and at altitude of 70° N. and 90° respectively. At midnight the sky was generally covered with auroral patches.   
",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_110_1.jpg,
1880-11-06,"21:00                            
00:00 ",,,73.7,-179.9,"At 9pm an irregular auroral arch 20° in alt north, and extending from E. to W. At midnight the floe was illuminated by light from auroral loops, generally extending from E. to W. and covering the sky from the northern horizon to points 40° in altitude above the southern horizon. 
At noon the sun was about two of his diameters above the horizon – probably his last appearance this year.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_111_1.jpg,
1880-11-07,21:00                   00:00 ,,,73.7,-179.8,"At 9pm an auroral arch 15° in alt. to the N'd and extending from N.W. to east. At midnight curtain arches generally scattered over the sky from the northern horizon to the zenith, and in extent from E. to W. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_112_1.jpg,
1880-11-08,03:00,,,73.7,-179.6,"The ship has crossed the 180th meridian to the east again

At 3am auroral arches to the S'd at altitudes respectively of 70° and 20°. The latter arch breaking into curtain patches. Both arches extended from N.E. to S.W.                                                                                                                                       ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_113_1.jpg,
1880-11-09,"18:00
21:00
00:00             ",,,73.7,-179.5," At 6pm dim auroral arch 20° in alt to the northward and extending from N.W. to S.E. at 9pm. Brilliant arch through zenith from N.W. to S.E., narrow and undulating. At midnight auroral patches north and south of zenith, generally in a N.W. and S.E. direction. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_114_1.jpg,
1880-11-10,,,,73.7,-179.5,,,
1880-11-11,03:00,,,73.7,-179.6,At 3am faint auroral arch 60° in altitude to the S'd. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_116_1.jpg,
1880-11-12,"03:00                    
06:00                                           ",,,73.7,-179.7,"At 3am faint auroral arch to S'd 8° in altitude; at 6am 3 auroral arches visible extending from E. to W., one through zenith, another 40° S. and the third 20° in altitude south.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_117_1.jpg,
1880-11-13,,,,73.7,-179.8,,,
1880-11-14,,06:00,,73.7,-180.0,The ship being again west of the 180th meridian.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_119_1.jpg,Faint streaks of aurora in N.E
1880-11-15,,,,73.7,179.9,,,
1880-11-16,,,,73.7,179.9,,,
1880-11-17,,,,73.7,179.9,,,
1880-11-18,,,,73.7,179.8,,,
1880-11-19,,,,73.7,179.8,,,
1880-11-20,00:00,,,73.8,179.8,"At midnight, faint irregular curtain arch of auroral light at an altitude of 25° to the northward, and extending from N.E. to N.W. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_125_1.jpg,
1880-11-21,,03:00,,73.8,179.8,,,Faint streaks of aurora in N.E
1880-11-22,,,,73.8,179.8,,,
1880-11-23,"03:00                  
06:00                        
18:00                        
22:00","06:00
07:20
21:30",,73.8,179.8,"At 3am faint auroral arch from W. to E. at an altitude of 25° to S'd. At 6am faint auroral arch from E. to W. through zenith. At 6pm faint auroral patch in E., and at 10pm bright arch through zenith from E.S.E. to W.N.W. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_128_1.jpg,"6 AM Faint aurora 
7:20 AM Faint Aurora 
9:30 PM Faint aurora in NE"
1880-11-24,,"06:00
22:00",,73.8,179.6,,,"6 AM Faint streaks of aurora in N.E. 
10 PM Bright aurora in arch from S.E. to N.W. nearly through zenith.   "
1880-11-25,,21:30,,73.8,179.5,,,9:30 PM Faint streaks of aurora ESE
1880-11-26,,21:30,,73.7,179.4,,,9:30 PM Faint streaks of aurora from E. to W. Highest part 50° above S. horizon
1880-11-27,03:00,"03:00
06:00
07:30",,73.7,179.2,"At 3am faint irregular streaks of aurora in a general E. and W. direction, and from an altitude of 80°, to the southern horizon. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol003of004/vol003_132_1.jpg,"3 AM Faint streaks and patches of aurora in general E & W direction. Highest part 80° above S. horizon.   

6 AM Faint streaks and patches of aurora visible in all parts of the heavens except to the N below 45°.   

7:30 AM Fewer streaks and patches of aurora than at 6.AM.  "
